,Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales
2437,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,0.37,0.85
2441,Tekken Tag Tournament 2,PS3,2012,Fighting,0.28,0.85
2452,Darksiders II,PS3,2012,Action,0.35,0.84
2455, Tales of Xillia 2,PS3,2012,Role-Playing,0.2,0.84
2471,Sniper Elite V2,X360,2012,Shooter,0.46,0.84
2495,Street Fighter X Tekken,PS3,2012,Fighting,0.42,0.83
2502,God of War Saga,PS3,2012,Action,0.73,0.82
2521,Devil May Cry HD Collection,PS3,2012,Action,0.42,0.82
2526,Dance Central 3,X360,2012,Misc,0.57,0.81
2532,Twisted Metal (2012),PS3,2012,Action,0.67,0.81
2561,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,0.2,0.8
2591,Darksiders II,X360,2012,Action,0.45,0.79
2593,[Prototype 2],X360,2012,Action,0.48,0.79
2600,Dragon's Dogma,X360,2012,Role-Playing,0.42,0.79
2602,The Amazing Spider-Man (Console Version),PS3,2012,Action,0.31,0.79
2655,Resident Evil: Operation Raccoon City,X360,2012,Action,0.55,0.77
2682,The Walking Dead: Season One,PS3,2012,Adventure,0.4,0.76
2727,LEGO Batman 2: DC Super Heroes,3DS,2012,Action,0.41,0.75
2728,SoulCalibur V,PS3,2012,Fighting,0.35,0.75
2761,[Prototype 2],PS3,2012,Action,0.36,0.74
2790,The Amazing Spider-Man (Console Version),X360,2012,Action,0.43,0.73
2792,The Walking Dead: Season One,X360,2012,Adventure,0.55,0.73
2800,Style Savvy: Trendsetters,3DS,2012,Simulation,0.16,0.73
2805,Persona 4: Arena,PS3,2012,Fighting,0.3,0.73
2817,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,0.27,0.73
2825,Ratchet & Clank Collection,PS3,2012,Action,0.47,0.72
2866,XCOM: Enemy Unknown,PC,2012,Strategy,0.27,0.71
2896,SSX,X360,2012,Sports,0.38,0.7
2941,Monster Hunter Tri,WiiU,2012,Role-Playing,0.24,0.69
2946,FIFA Soccer 13,Wii,2012,Action,0.18,0.69
2964,LEGO Batman 2: DC Super Heroes,DS,2012,Action,0.39,0.69
2996,Kirby's Dream Collection: Special Edition,Wii,2012,Action,0.33,0.67
3004,Book of Spells,PS3,2012,Action,0.14,0.67
3011,London 2012: The Official Video Game of the Olympic Games,PS3,2012,Sports,0.06,0.67
3056,Puzzler Brain Games,Wii,2012,Puzzle,0,0.66
3062,NHL 13,X360,2012,Sports,0.51,0.66
3071,Lollipop Chainsaw,PS3,2012,Action,0.27,0.66
3103,Mortal Kombat,PSV,2012,Fighting,0.42,0.65
3167,NHL 13,PS3,2012,Sports,0.33,0.64
3168,Dead or Alive 5,PS3,2012,Fighting,0.23,0.64
3185,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,0,0.63
3206,Angry Birds Trilogy,3DS,2012,Action,0.38,0.63
3221,XCOM: Enemy Unknown,X360,2012,Strategy,0.36,0.62
3261,Toshochu: Run for Money,3DS,2012,Adventure,0,0.62
3281,Scribblenauts: Unlimited,3DS,2012,Action,0.56,0.61
3394,Yakuza 5,PS3,2012,Action,0,0.59
3431,SoulCalibur V,X360,2012,Fighting,0.39,0.58
3443,Sonic & All-Stars Racing Transformed,X360,2012,Racing,0.2,0.58
3447,Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,0.38,0.58
3476,FIFA Soccer,PSV,2012,Sports,0.16,0.58
3486,London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,0.07,0.58
3500,XCOM: Enemy Unknown,PS3,2012,Strategy,0.24,0.57
3532,Doom 3 BFG Edition,PS3,2012,Shooter,0.26,0.57
3547,Rune Factory 4,3DS,2012,Role-Playing,0.32,0.57
3606,Gravity Rush,PSV,2012,Action,0.21,0.56
3683,Spec Ops: The Line,PS3,2012,Shooter,0.19,0.54
3697,Rayman Origins,PSV,2012,Platform,0.12,0.54
3703,Tiger Woods PGA Tour 13,PS3,2012,Sports,0.24,0.54
3880,Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,0.19,0.51
3883,Epic Mickey 2: The Power of Two,X360,2012,Action,0.32,0.51
3920,Dishonored,PC,2012,Action,0.26,0.51
3935,Tiger Woods PGA Tour 13,X360,2012,Sports,0.29,0.51
3966,Unit 13,PSV,2012,Shooter,0.25,0.5
3968,Theatrhythm: Final Fantasy,3DS,2012,Misc,0.22,0.5
3981,Major League Baseball 2K12,X360,2012,Sports,0.47,0.5
3987,Madden NFL 13,Wii,2012,Sports,0.47,0.5
4018,F1 2012,X360,2012,Racing,0.1,0.49
4044,Epic Mickey: Power of Illusion,3DS,2012,Action,0.36,0.49
4055,Sonic & All-Stars Racing Transformed,PS3,2012,Racing,0.08,0.49
4106,Lollipop Chainsaw,X360,2012,Action,0.31,0.48
4138,Doom 3 BFG Edition,X360,2012,Shooter,0.28,0.47
4146,Street Fighter X Tekken,X360,2012,Fighting,0.31,0.47
4154,FIFA Soccer 13,WiiU,2012,Action,0.17,0.47
4172,Epic Mickey 2: The Power of Two,PS3,2012,Action,0.21,0.47
4195,Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,0,0.47
4207,Art Academy: Lessons for Everyone,3DS,2012,Action,0.2,0.46
4254,Silent Hill: Downpour,PS3,2012,Action,0.21,0.46
4290,PlayStation All-Stars Battle Royale,PSV,2012,Action,0.21,0.45
4391,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,0.26,0.44
4427,Transformers: Fall of Cybertron,X360,2012,Action,0.28,0.44
4439,FIFA Soccer 13,PSV,2012,Action,0,0.44
4472,Ninja Gaiden 3,PS3,2012,Action,0.19,0.43
4497,Devil May Cry HD Collection,X360,2012,Action,0.28,0.43
4510,Mass Effect Trilogy,PS3,2012,Action,0.37,0.43
4521,Just Dance 4,PS3,2012,Misc,0.26,0.43
4527,Max Payne 3,PC,2012,Shooter,0.16,0.43
4578,Zone of the Enders HD Collection,PS3,2012,Simulation,0.21,0.42
4629,NBA 2K13,Wii,2012,Sports,0.36,0.42
4635,Spec Ops: The Line,X360,2012,Shooter,0.21,0.42
4707,Call of Duty: Black Ops II,WiiU,2012,Shooter,0.2,0.41
4746,Resistance: Burning Skies,PSV,2012,Shooter,0.18,0.41
4793,Mass Effect Trilogy,X360,2012,Action,0.28,0.4
4799,Asura's Wrath,PS3,2012,Action,0.18,0.4
4814,Ragnarok Odyssey,PSV,2012,Role-Playing,0.2,0.4
4822,FIFA Soccer 13,PC,2012,Action,0.02,0.4
4846,Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,0.03,0.4
4867,LEGO The Lord of the Rings,3DS,2012,Action,0.2,0.39
4878,Armored Core V,PS3,2012,Simulation,0.09,0.39
4884,Project X Zone,3DS,2012,Role-Playing,0.18,0.39
4900,Transformers: Fall of Cybertron,PS3,2012,Action,0.19,0.39
4902,Metal Gear Solid HD Edition,PSV,2012,Action,0.12,0.39
4933,The Darkness II,X360,2012,Shooter,0.24,0.39
4940,WipeOut 3 The Game,Wii,2012,Action,0.36,0.39
4962,Sonic & All-Stars Racing Transformed,PSV,2012,Racing,0.09,0.38
5003,Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,0.15,0.38
5034,Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,0.12,0.38
5064,Skylanders Giants,WiiU,2012,Action,0.22,0.37
5086,Just Dance 4,WiiU,2012,Misc,0.21,0.37
5151,Scribblenauts: Unlimited,WiiU,2012,Action,0.25,0.37
5156,Batman: Arkham City,WiiU,2012,Action,0.16,0.36
5223,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,0,0.36
5242,ESPN: Sports Connection,WiiU,2012,Sports,0.2,0.36
5249,Wipeout 2048,PSV,2012,Racing,0.13,0.35
5287,Assassin's Creed III,WiiU,2012,Action,0.19,0.35
5301,FIFA Soccer 13,PSP,2012,Action,0.05,0.35
5360,Tekken Tag Tournament 2,X360,2012,Fighting,0.19,0.34
5412,James Bond 007: Legends,PS3,2012,Shooter,0.11,0.34
5471,LEGO Batman 2: DC Super Heroes,PSV,2012,Action,0.16,0.33
5520,Medal of Honor: Warfighter,PC,2012,Action,0.14,0.33
5535,Binary Domain,PS3,2012,Action,0.09,0.33
5554,One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,0,0.32
5580,Silent Hill: Downpour,X360,2012,Action,0.22,0.32
5587,Dead or Alive 5,X360,2012,Fighting,0.19,0.32
5623,Silent Hill HD Collection,PS3,2012,Action,0.15,0.32
5650,The Darkness II,PS3,2012,Shooter,0.14,0.32
5695,F1 Race Stars,PS3,2012,Racing,0.06,0.32
5789,SD Gundam G Generation: Overworld,PSP,2012,Strategy,0,0.31
5790,Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,0.13,0.31
5794,Pro Evolution Soccer 2013,X360,2012,Sports,0.08,0.31
5837,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,0,0.3
5839,Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,0.14,0.3
5888,Madden NFL 13,PSV,2012,Sports,0.28,0.3
5919,Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,0,0.3
5935,Sorcery,PS3,2012,Action,0.14,0.29
5970,Modnation Racers: Road Trip,PSV,2012,Racing,0.15,0.29
6022,Just Dance Wii 2,Wii,2012,Misc,0,0.29
6028,Starhawk,PS3,2012,Action,0.18,0.29
6030,FIFA Soccer 13,3DS,2012,Action,0.06,0.29
6052,James Bond 007: Legends,X360,2012,Shooter,0.13,0.29
6073,Sonic & All-Stars Racing Transformed,3DS,2012,Racing,0.12,0.29
6091,Hot Shots Golf: World Invitational,PS3,2012,Sports,0,0.28
6120,LEGO The Lord of the Rings,PSV,2012,Action,0.09,0.28
6127,Fable: The Journey,X360,2012,Role-Playing,0.18,0.28
6188,Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,0.13,0.28
6243,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,0,0.28
6278,Mass Effect Trilogy,PC,2012,Action,0.09,0.27
6308,F1 Race Stars,X360,2012,Racing,0.07,0.27
6309,Sing Party,WiiU,2012,Misc,0.13,0.27
6336,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,0.07,0.27
6338,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,0,0.27
6351,Mass Effect 3,WiiU,2012,Role-Playing,0.14,0.27
6371,Pro Evolution Soccer 2013,PSP,2012,Sports,0,0.27
6421,Family Guy: Back to the Multiverse,PS3,2012,Action,0.12,0.26
6485,Angry Birds Trilogy,X360,2012,Action,0.18,0.26
6537,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,0.06,0.26
6549,Tokyo Jungle,PS3,2012,Action,0,0.26
6607,Game of Thrones,X360,2012,Role-Playing,0.15,0.25
6752,Family Guy: Back to the Multiverse,X360,2012,Action,0.14,0.25
6753,Ninja Gaiden 3,X360,2012,Action,0.16,0.25
6770,Hitman: Absolution,PC,2012,Action,0.03,0.24
6790,Ys: Memories of Celceta,PSV,2012,Action,0.1,0.24
6843,Asura's Wrath,X360,2012,Action,0.15,0.24
6911,The Testament of Sherlock Holmes,PS3,2012,Adventure,0.05,0.24
6916,Game of Thrones,PS3,2012,Role-Playing,0.1,0.24
6940,Birds of Steel,PS3,2012,Simulation,0.1,0.23
6975,Hatsune Miku: Project Diva f,PSV,2012,Misc,0,0.23
6991,DiRT Showdown,X360,2012,Racing,0.08,0.23
7028,Grand Slam Tennis 2,PS3,2012,Sports,0.09,0.23
7032,Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,0.19,0.23
7033,Epic Mickey 2: The Power of Two,WiiU,2012,Action,0.13,0.23
7034,AKB1/149: Love Election,PSP,2012,Adventure,0,0.23
7068,Madden NFL 13,WiiU,2012,Sports,0.21,0.23
7096,Ninja Gaiden Sigma,PSV,2012,Action,0.1,0.23
7097,Lumines: Electronic Symphony,PSV,2012,Misc,0.09,0.23
7106,Spec Ops: The Line,PC,2012,Shooter,0.11,0.23
7150,We Sing Pop!,Wii,2012,Misc,0.05,0.22
7157,Risen 2: Dark Waters,PC,2012,Role-Playing,0,0.22
7175,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,0.13,0.22
7192,Risen 2: Dark Waters,PS3,2012,Role-Playing,0.04,0.22
7248,LEGO The Lord of the Rings,PC,2012,Action,0.07,0.22
7292,Digimon World Re:Digitize,PSP,2012,Action,0,0.22
7318,Armored Core V,X360,2012,Simulation,0.13,0.21
7326,Magician's Quest: Town of Magic,3DS,2012,Simulation,0,0.21
7353,WipeOut 3 The Game,X360,2012,Action,0.2,0.21
7366,Journey,PS3,2012,Adventure,0.04,0.21
7417,Heroes of Ruin,3DS,2012,Role-Playing,0.13,0.21
7488,Little Battlers eXperience: Baku Boost,3DS,2012,Action,0,0.21
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,0,0.21
7513,Anarchy Reigns,PS3,2012,Action,0.1,0.2
7531,Shining Blade,PSP,2012,Role-Playing,0,0.2
7553,WipeOut 3 The Game,3DS,2012,Action,0.18,0.2
7563,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,0,0.2
7566,Code of Princess,3DS,2012,Action,0.16,0.2
7619,Tekken 3D: Prime Edition,3DS,2012,Fighting,0.06,0.2
7652,Zone of the Enders HD Collection,X360,2012,Simulation,0.14,0.2
7657,Pro Yaky? Spirits 2012,PSP,2012,Sports,0,0.2
7663,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,0.07,0.2
7664,Dungeon Hunter Alliance,PSV,2012,Action,0.07,0.2
7673,The Amazing Spider-Man (Console Version),DS,2012,Action,0.15,0.2
7675,Silent Hill: Book of Memories,PSV,2012,Action,0.1,0.2
7697,Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,0,0.2
7724,Major League Baseball 2K12,PS3,2012,Sports,0.18,0.19
7734,The Amazing Spider-Man (Console Version),3DS,2012,Action,0.15,0.19
7735,Danganronpa 2: Goodbye Despair,PSP,2012,Misc,0,0.19
7763,Just Dance: Greatest Hits,Wii,2012,Misc,0.14,0.19
7764,New Love Plus,3DS,2012,Simulation,0,0.19
7828,Silent Hill HD Collection,X360,2012,Action,0.11,0.19
7844,MLB 12: The Show,PSV,2012,Sports,0.17,0.19
7897,Street Fighter X Tekken,PSV,2012,Fighting,0.1,0.19
7924,Binary Domain,X360,2012,Action,0.09,0.19
7929,Pro Yaky? Spirits 2012,PS3,2012,Sports,0,0.19
7961,Little Battlers eXperience W,PSP,2012,Role-Playing,0,0.19
8026,Tekken Tag Tournament 2,WiiU,2012,Fighting,0.09,0.18
8036,Ninja Gaiden 3,WiiU,2012,Action,0.14,0.18
8048,Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,0,0.18
8050,Syndicate,X360,2012,Shooter,0.1,0.18
8051,Zumba Fitness Rush,X360,2012,Sports,0,0.18
8061,LEGO Harry Potter: Years 5-7,PSV,2012,Action,0.07,0.18
8109,Grand Slam Tennis 2,X360,2012,Sports,0.1,0.18
8133,Pro Evolution Soccer 2013,3DS,2012,Sports,0.05,0.18
8169,DiRT Showdown,PS3,2012,Racing,0.02,0.18
8206,Transformers: Prime,3DS,2012,Action,0.13,0.17
8250,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,0,0.17
8253,The Secret World,PC,2012,Role-Playing,0.07,0.17
8287,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,0.05,0.17
8319,Country Dance: All Stars,X360,2012,Action,0.16,0.17
8367,Anarchy Reigns,X360,2012,Action,0.12,0.17
8410,Time and Eternity,PS3,2012,Role-Playing,0.06,0.17
8417,Ridge Racer Unbounded,PS3,2012,Racing,0.05,0.17
8521,Angry Birds Trilogy,PS3,2012,Action,0.12,0.16
8555,Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,0.05,0.16
8602,Just Dance: Disney Party,X360,2012,Misc,0.13,0.16
8603,The Sims 3: Seasons,PC,2012,Simulation,0,0.16
8664,Culdcept,3DS,2012,Misc,0,0.16
8683,Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,0,0.16
8715,Mugen Souls,PS3,2012,Role-Playing,0.04,0.15
8749,Naruto: Powerful Shippuden,3DS,2012,Platform,0.08,0.15
8759,Birds of Steel,X360,2012,Simulation,0.11,0.15
8765,Darksiders II,PC,2012,Action,0.03,0.15
8771,Darksiders II,WiiU,2012,Action,0.07,0.15
8794,The Amazing Spider-Man (Console Version),Wii,2012,Action,0.1,0.15
8801,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,0,0.15
8877,Major League Baseball 2K12,Wii,2012,Sports,0.14,0.15
8896,Deponia,PC,2012,Adventure,0,0.15
8967,WWE '13,Wii,2012,Action,0.11,0.15
8970,Rayman Origins,3DS,2012,Platform,0.06,0.15
8983,F1 2012,PC,2012,Racing,0.01,0.15
9004,Skylanders Giants,3DS,2012,Action,0.12,0.14
9027,Syndicate,PS3,2012,Shooter,0.07,0.14
9060,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,0,0.14
9078,Okami,PS3,2012,Action,0,0.14
9125,Risen 2: Dark Waters,X360,2012,Role-Playing,0.05,0.14
9210,The Darkness II,PC,2012,Shooter,0.1,0.14
9215,Dynasty Warriors 7: Empires,PS3,2012,Action,0,0.14
9236,Farming Simulator 2012,3DS,2012,Action,0,0.14
9307,Nayuta no Kiseki,PSP,2012,Action,0,0.14
9313,LEGO The Lord of the Rings,DS,2012,Action,0,0.13
9317,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,0.06,0.13
9323,Medalot 7,3DS,2012,Action,0,0.13
9339,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,0,0.13
9408,Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,0,0.13
9412,Euro Truck Simulator 2,PC,2012,Action,0,0.13
9485,Transformers: Prime,WiiU,2012,Action,0.09,0.13
9486,Persona 4: Arena,X360,2012,Fighting,0.08,0.13
9521,Game Party: Champions,WiiU,2012,Action,0.09,0.13
9561,Steel Battalion: Heavy Armor,X360,2012,Misc,0.08,0.13
9599,NBA 2K13,WiiU,2012,Sports,0.07,0.13
9612,WipeOut 3 The Game,WiiU,2012,Action,0.11,0.13
9651,Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,0,0.12
9659,Crush3D,3DS,2012,Platform,0.07,0.12
9662,NeverDead,PS3,2012,Shooter,0.06,0.12
9676,Sleeping Dogs,PC,2012,Action,0.06,0.12
9677,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,0,0.12
9710,James Bond 007: Legends,WiiU,2012,Shooter,0.06,0.12
9735,Summon Night 3,PSP,2012,Role-Playing,0,0.12
9874,Just Dance: Disney Party,Wii,2012,Misc,0.01,0.12
9904,Marvel Avengers: Battle for Earth,WiiU,2012,Action,0.06,0.12
9951,Reality Fighters,PSV,2012,Fighting,0.05,0.12
9997,Yakuza,PS3,2012,Action,0,0.11
10026,Final Fantasy III,PSP,2012,Role-Playing,0,0.11
10037,Pocket Soccer League: Calciobit,3DS,2012,Sports,0,0.11
10105,Funky Barn,3DS,2012,Simulation,0.07,0.11
10163,Ridge Racer Unbounded,X360,2012,Racing,0.05,0.11
10229,AKB48+Me,3DS,2012,Action,0,0.11
10261,My Little Sister Can't Be This Cute Portable,PSP,2012,Action,0,0.11
10317,[Prototype 2],PC,2012,Action,0.07,0.11
10378,Robotics;Notes,PS3,2012,Adventure,0,0.11
10384,Warriors Orochi 3,PSP,2012,Action,0,0.11
10391,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,0,0.11
10392,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,0.05,0.11
10400,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,0,0.11
10428,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,0,0.1
10444,Fatal Frame 2: Wii Edition,Wii,2012,Action,0,0.1
10477,Kidou Senshi Gundam UC,PS3,2012,Action,0,0.1
10493,Blades of Time,X360,2012,Action,0.07,0.1
10509,Samurai Warriors Chronicles 2nd,3DS,2012,Action,0,0.1
10519,NASCAR The Game: Inside Line,X360,2012,Racing,0.09,0.1
10542,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,0,0.1
10590,All Kamen Rider: Rider Generation 2,DS,2012,Action,0,0.1
10697,Tales of Innocence R,PSV,2012,Role-Playing,0,0.1
10739,NeverDead,X360,2012,Shooter,0.06,0.1
10742,Blades of Time,PS3,2012,Action,0.04,0.1
10788,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,0,0.1
10801,Sol Trigger,PSP,2012,Role-Playing,0,0.1
10850,Brain Age: Concentration Training,3DS,2012,Puzzle,0.09,0.09
10866,PhotoKano,PSP,2012,Adventure,0,0.09
10867,Ouchi Mainichi Tamagotchi,3DS,2012,Action,0,0.09
10898,Pro Evolution Soccer 2013,Wii,2012,Sports,0,0.09
10918,Uta no Prince-Sama: Debut,PSP,2012,Adventure,0,0.09
10949,Major League Baseball 2K12,PSP,2012,Sports,0.08,0.09
10964,Resident Evil Chronicles HD,PS3,2012,Shooter,0,0.09
11080,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,0,0.09
11117,Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,0,0.09
11149,Romance of the Three Kingdoms XII,PS3,2012,Strategy,0,0.09
11162,Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,0,0.09
11254,Lost Heroes,3DS,2012,Role-Playing,0,0.09
11300,NASCAR The Game: Inside Line,PS3,2012,Racing,0.07,0.08
11392,Pro Evolution Soccer 2013,PC,2012,Sports,0,0.08
11433,I Am In The Movie,Wii,2012,Simulation,0,0.08
11473,Warriors Orochi 3 Hyper,WiiU,2012,Action,0.04,0.08
11533,Akiba's Trip Plus,PSP,2012,Adventure,0,0.08
11544,Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,0,0.08
11578,Game of Thrones,PC,2012,Role-Playing,0,0.08
11640,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,0,0.08
11643,Major League Baseball 2K12,DS,2012,Sports,0.07,0.08
11717,Need for Speed: Most Wanted,PC,2012,Racing,0,0.08
11746,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,0,0.08
11747,Rayman Origins,PC,2012,Platform,0,0.08
11757,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,0,0.08
11765,Supremacy MMA,PSV,2012,Fighting,0.02,0.07
11775,AKB1/149: Love Election,PSV,2012,Adventure,0,0.07
11818,Summon Night 4,PSP,2012,Role-Playing,0,0.07
11830,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,0.07,0.07
11833,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,0,0.07
11879,Winning Post 7 2012,PS3,2012,Sports,0,0.07
11923,E.X. Troopers,3DS,2012,Shooter,0,0.07
11937,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,0,0.07
11976,I Don't Have Many Friends Portable,PSP,2012,Adventure,0,0.07
11996,Lost Heroes,PSP,2012,Role-Playing,0,0.07
11999,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,0,0.07
12070,Tank! Tank! Tank!,WiiU,2012,Action,0.02,0.07
12095,Fairy Tail: Zelef Kakusei,PSP,2012,Action,0,0.07
12109,The Testament of Sherlock Holmes,PC,2012,Adventure,0,0.07
12148,Inversion,PS3,2012,Shooter,0.03,0.07
12187,Brothers in Arms: Furious 4,PS3,2012,Shooter,0.01,0.07
12193,Heroes Phantasia,PSP,2012,Role-Playing,0,0.07
12236,Dark Souls,PC,2012,Role-Playing,0,0.07
12277,Alan Wake,PC,2012,Action,0,0.06
12347,Dynasty Warriors Vs,3DS,2012,Action,0,0.06
12348,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,0.03,0.06
12431,Steins;Gate,PS3,2012,Adventure,0.01,0.06
12435,Earth Defense Force 2017 Portable,PSV,2012,Action,0,0.06
12441,Zumba Fitness Core,Wii,2012,Misc,0,0.06
12484,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,0,0.06
12533,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,0,0.06
12540,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,0.06,0.06
12573,Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,0,0.06
12627,I Am In The Movie,PSP,2012,Simulation,0,0.06
12654,Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,0,0.06
12666,All Kamen Rider: Rider Generation 2,PSP,2012,Action,0,0.06
12680,Inversion,X360,2012,Shooter,0.03,0.06
12681,Nendoroid Generation,PSP,2012,Role-Playing,0,0.06
12715,Top Gun: Hard Lock,X360,2012,Action,0.03,0.06
12772,Pro Yaky? Spirits 2012,PSV,2012,Sports,0,0.06
12777,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,0,0.06
12780,MotorStorm RC,PSV,2012,Racing,0,0.06
12785,Girls RPG: Cinderellife,3DS,2012,Role-Playing,0,0.06
12789,Fate/Stay Night [R??alta Nua],PSV,2012,Adventure,0,0.06
12921,The Lost Chronicles of Zerzura,PC,2012,Adventure,0,0.05
12982,Minna no Ennichi,3DS,2012,Action,0,0.05
12987,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,0,0.05
12993,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,0,0.05
13034,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,0,0.05
13118,Bakemonogatari Portable,PSP,2012,Action,0,0.05
13160,Jewel Master: Cradle of Persia,DS,2012,Puzzle,0,0.05
13172,Detective Conan: Prelude from the Past,DS,2012,Action,0,0.05
13174,Zumba Fitness Core,X360,2012,Misc,0,0.05
13196,Guild 01,3DS,2012,Action,0,0.05
13233,G1 Grand Prix,3DS,2012,Action,0,0.05
13323,Diabolik Lovers,PSP,2012,Adventure,0,0.05
13332,E.X. Troopers,PS3,2012,Shooter,0,0.05
13370,Test Drive: Ferrari Legends,X360,2012,Racing,0.04,0.05
13404,Time Travelers,PSV,2012,Adventure,0,0.05
13405,Amnesia Later,PSP,2012,Misc,0,0.05
13430,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,0,0.05
13593,White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,0,0.04
13604,Record of Agarest War: Marriage,PSP,2012,Role-Playing,0,0.04
13610,Mechanic Escape,PS3,2012,Platform,0,0.04
13617,Little Battlers eXperience W,PSV,2012,Role-Playing,0,0.04
13642,Nike+ Kinect Training,X360,2012,Sports,0.02,0.04
13677,Resident Evil 6,PC,2012,Shooter,0,0.04
13690,Great Battle Full Blast,PSP,2012,Action,0,0.04
13698,Major League Baseball 2K12,PC,2012,Sports,0.04,0.04
13715,Horses 3D,3DS,2012,Misc,0.04,0.04
13719,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,0.04,0.04
13760,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,0,0.04
13762,Test Drive: Ferrari Legends,PS3,2012,Racing,0.04,0.04
